Name,Stars⭐,Last Updated,First Commit,URL,Forks,Issues,Language,License,Description,Topics
linkml-model,70,2026-04-17,2021-03-14,https://github.com/linkml/linkml-model,23,17,Python,Creative Commons Zero v1.0 Universal,Link Modeling Language (LinkML) model,"data-integration,data-modeling,graph-ql,json,json-schema,linked-data,linkml,metadata,metamodel,schema-language,semantic-web,shacl,shex,uml,yaml"
plantuml,67,2026-03-02,2018-03-07,https://github.com/koppor/plantuml,12,22,TeX,LaTeX Project Public License v1.3c,A LuaLaTeX package for PlantUML in LaTeX,"latex,latex-package,lualatex,plantuml,uml"
oosmos,68,2025-12-08,2015-12-08,https://github.com/oosmos/oosmos,17,5,C,GNU General Public License v2.0,OOSMOS - The Object Oriented State Machine Operating System.,"arduino,c,concurrency,cpp,embedded-linux,embedded-systems,esp32,esp8266,event-driven,generative,hierarchical-state-machine,iot,object-oriented,operating-system,raspberry-pi,state-machine,stm32,uml,umlet"
umlwriter,63,2026-04-18,2015-03-19,https://github.com/llaville/umlwriter,6,0,PHP,MIT License,Create UML class diagrams from your PHP source,"php,uml-class-diagram"
DepViz-Dependency-Visualizer,62,2025-10-23,2025-10-03,https://github.com/ZENTCH-Q/DepViz-Dependency-Visualizer,5,2,JavaScript,MIT License,"Function call & call stack diagrams for VS Code (Python/TS/JS). Architecture/UML, PlantUML export.","architecture-diagram,architecture-diagrams,architecture-diagrams-generation,call-stack,code-map,code-visualization,code-visualization-tool,dependency-graph,dependency-graph-analysis,function-call,function-call-graph,plantuml,plantuml-diagrams,uml,uml-diagram,vscode-extension"
ocl.js,58,2026-04-18,2016-04-07,https://github.com/SteKoe/ocl.js,10,3,TypeScript,Other,The Object Constraint Language (OCL) is a language for describing rules that apply to MOF conform modelling languages like UML. The OCL is a text based language that provides constraint and object query expressions that cannot be expressed by a meta modelling language.,"constraint-language,constraints,javascript,language,ocl,ocl-expression"
FlowRun,55,2025-11-07,2021-03-25,https://github.com/sacode387/FlowRun,10,7,Scala,Apache License 2.0,Runnable flowcharts for the web,"d3,diagram,diagramming,editor,executable-flowcharts,executable-uml,flowchart,flowchart-diagrams,flowchart-editor,flowcharts,graphviz,runnable,scala,scalajs,uml,uml-diagram,uml-flow-diagram,visual-programming,visual-programming-language"
PlantUML-Interactive-Editor,54,2026-03-02,2024-09-24,https://github.com/Ericsson/PlantUML-Interactive-Editor,9,15,Python,MIT License,A graphical editor for PlantUML diagrams,
bigUML,54,2026-04-02,2021-07-30,https://github.com/borkdominik/bigUML,15,41,Java,MIT License,"A UML web modeling tool based on GLSP, distributed via a VS Code extension.",
webgme-hfsm,53,2026-04-08,2017-04-10,https://github.com/finger563/webgme-hfsm,19,9,C++,MIT License,"Metamodel, visualization, simulation, and code generation for Hierarchical Finite State Machines (HFSMs) following the UML State Machine spec.","code-generators,fsm,hfsm,state-machine,uml,uml-state-machine,webgme,webgme-domain"
fsm2,53,2026-04-05,2020-10-20,https://github.com/onepub-dev/fsm2,6,1,Dart,"BSD 2-Clause ""Simplified"" License",FMS2 provides Dart implementation of the core design aspects of the UML state diagrams. ,"dart,state-machine"
ESPD-EDM,52,2026-03-31,2016-06-30,https://github.com/OP-TED/ESPD-EDM,59,0,No language,European Union Public License 1.2,The European Single Procurement Document enables accelerated processing of preliminary evidence in EU public procurement. The ESPD EDM enables applications to integrate with national ESPD service providers.,"codelists,espd,public-procurement,ubl,uml,xml"
shacl-play,52,2026-04-13,2019-11-19,https://github.com/sparna-git/shacl-play,16,55,Java,GNU Lesser General Public License v3.0,"SHACL validation UI, SHACL documentation generator, UML diagram generator from SHACL, SHACL generator from RDF.","json-ld-context,knowledge-graph,owl,plantuml,playground,rdf,shacl,shacl-rules,sparql,uml"
